8031,0.2775879,0.9575195,-0.1289063,-0.7328244,0.1526718,0.6259542
7576,0.2692871,0.9348145,-0.1599121,-3.267176,0.7328244,0.1374046
7500,0.3083496,0.927002,-0.1459961,-1.351145,0.1374046,0.519084
7531,0.3081055,0.9448242,-0.130127,-0.519084,-1.419847,0.1679389
7543,0.2841797,0.9418945,-0.1350098,-0.3206107,-0.8091603,-0.06870229
7533,0.2946777,0.9594727,-0.1162109,0.1145038,-0.9923664,-0.3969466
7500,0.2717285,0.9526367,-0.1247559,0.3969466,-0.6335878,0.0
7504,0.2695313,0.9462891,-0.1286621,0.4732824,-0.9770992,0.6030535
7901,0.2998047,0.9743652,-0.1582031,0.4580153,-1.351145,0.6641222
7560,0.276123,0.9526367,-0.1286621,-1.221374,-0.3969466,-0.4656488
7498,0.2614746,0.9597168,-0.135498,-1.656489,-1.419847,0.2213741
7503,0.2507324,0.9589844,-0.1821289,-3.305344,0.7862596,1.045802
7505,0.2646484,0.9428711,-0.1191406,-3.305344,-0.02290076,1.923664
7473,0.3227539,0.9416504,-0.09960938,0.6335878,-1.274809,0.5572519
7529,0.309082,0.9301758,-0.1247559,0.9083969,-2.641221,-0.7862596
7463,0.3110352,0.9614258,-0.1130371,0.3358779,-1.916031,0.2366412
7885,0.2736816,0.954834,-0.1022949,3.862595,-0.9694656,0.6183206
7518,0.2631836,0.8989258,-0.1506348,2.29771,-2.045802,0.5801527
7482,0.2841797,0.9226074,-0.1345215,1.503817,-2.435115,0.9007633
7488,0.28125,0.9313965,-0.1931152,4.419847,-2.541985,-2.282443
7503,0.2404785,0.9838867,-0.1450195,2.29771,0.7328244,-0.8473283
7467,0.2431641,0.9074707,-0.152832,0.5572519,-2.984733,0.9083969
7449,0.2832031,0.9143066,-0.2150879,-2.0,0.6183206,-0.2977099
7469,0.3164063,0.972168,-0.1123047,2.076336,0.3282443,-0.1145038
7459,0.2954102,0.9848633,-0.109375,6.89313,-2.328244,0.7328244
7504,0.291748,0.895752,-0.1335449,2.709924,-0.7480916,0.5496183
7456,0.2780762,0.916748,-0.2089844,0.8396947,-2.129771,-0.04580153
7483,0.2949219,0.9362793,-0.151123,1.236641,-0.9847328,-0.5038168
7477,0.262207,0.9399414,-0.1184082,-1.648855,-0.2213741,-2.29771
7490,0.2614746,0.9577637,-0.1750488,3.160305,-1.916031,-1.328244
7470,0.2558594,0.9536133,-0.1564941,5.778626,0.5496183,0.0610687
7485,0.248291,0.9326172,-0.2192383,-0.351145,1.51145,0.2519084
7840,0.3154297,0.9360352,-0.175293,-0.1221374,-0.7633588,0.0
7536,0.296875,0.9528809,-0.1867676,-2.648855,0.259542,0.4427481
7492,0.2702637,0.9482422,-0.1188965,-4.870229,-1.80916,1.015267
7501,0.2915039,0.9504395,-0.1252441,-1.366412,-0.1145038,0.4580153
7530,0.3066406,0.9291992,-0.1459961,-2.305344,-0.2290076,-0.8625955
7505,0.2905273,0.9460449,-0.1364746,-2.290076,-0.9770992,-1.435114
7499,0.2580566,0.956543,-0.1413574,-0.05343511,-0.2442748,-0.03816794
7471,0.2609863,0.9567871,-0.1430664,0.3282443,0.03816794,1.083969
7453,0.2963867,0.9213867,-0.1591797,-1.458015,-0.5572519,0.5114504
7499,0.3112793,0.9313965,-0.1411133,-0.8854962,-1.038168,0.2213741
7499,0.3132324,0.9433594,-0.1374512,-0.07633588,-0.9389313,-0.9007633
7497,0.284668,0.9465332,-0.1516113,-1.160305,-1.007634,-1.015267
7518,0.2558594,0.9553223,-0.1582031,-0.6870229,-0.09160305,0.1755725
7481,0.2736816,0.9501953,-0.1374512,-1.251908,-0.1450382,0.8396947
7526,0.2910156,0.9450684,-0.1606445,-0.7480916,-0.8473283,0.9083969
7866,0.2883301,0.9470215,-0.1491699,-0.648855,-0.007633588,0.129771
7504,0.293457,0.9443359,-0.1503906,-1.022901,-1.221374,-0.5725191
7438,0.2785645,0.9418945,-0.1391602,0.09160305,-0.9083969,0.09160305
7498,0.2709961,0.9421387,-0.140625,-0.2900764,0.08396947,0.648855
7467,0.2941895,0.9433594,-0.1499023,-0.4427481,-0.8854962,0.519084
7469,0.2871094,0.9438477,-0.1472168,-0.1221374,-0.3740458,0.1221374
7530,0.2880859,0.9384766,-0.1601563,-1.129771,-0.7251908,-0.1221374
7485,0.277832,0.9494629,-0.1503906,-0.3969466,-0.7251908,0.2977099
7489,0.2814941,0.9521484,-0.144043,-0.2900764,-0.6717557,0.6641222
7509,0.2851563,0.9443359,-0.1464844,0.0,0.03816794,0.5343512
