0.43008986,-0.29955816,-0.20731027,-0.13598962,0.45324928,-0.06927707,-0.5014478,-0.4687864
0.07947929,-0.10433177,0.43828213,0.5416637,0.023382215,-0.38127938,0.3090943,0.75046325
-0.5255801,-0.40421665,-0.1765109,-0.28176546,0.24960683,0.5433423,0.6573551,0.11528063
0.43141773,-0.52835715,-0.17363092,-0.4228021,-0.19521244,-0.47875988,0.050427668,0.43728045
0.016501456,0.5434834,0.31314576,0.75768715,-0.09310472,0.04505972,-0.38745877,0.7567432
-0.14002524,0.6499317,0.21733905,0.6946872,0.5597836,0.07773821,-0.047166687,0.5775235
0.52498627,0.15810622,-0.15380228,-0.35454708,-0.012129607,-0.03699388,-0.04846277,0.26417392
-0.25916585,-0.3665495,-0.38032416,-0.44396186,-0.5229232,0.4926556,0.098423965,-0.092308804
-0.099446364,0.09885511,-0.19005288,0.71740294,0.31409925,-0.16706517,-0.7670567,0.18562078
-0.07700196,0.06936709,0.42740306,0.3531114,0.7742222,-0.51155776,-0.5813283,0.14894494
-0.23852265,-0.1441328,0.32622078,0.34891117,0.6138455,-0.3806954,-0.4939431,0.10307409
-0.62450397,0.83117425,0.15966304,0.72046226,-0.11173783,-0.64494437,-0.09095183,0.029895592
-0.44532147,0.3429121,0.49178088,-0.20617467,0.7450213,-0.5886236,-0.23024887,0.72674745
0.4178113,-0.11757762,0.2926739,-0.07147919,-0.41953412,0.26267186,0.31040522,0.37475663
-0.15698813,0.07219675,-0.23890841,-0.15293492,-0.29550278,0.31678528,0.65311545,-0.55690396
0.59717673,-0.51299673,-0.017415045,-0.4478995,-0.6038751,-0.11499638,0.19778061,-0.32522404
