0.16194144,0.08716169,-0.3548575,0.49581614,0.2441278,0.26376995,-0.23232949,0.03689599
-0.31582272,-0.13843009,0.0444462,-0.5322587,0.2249878,0.0066719986,0.40601623,0.18550244
0.21365076,-0.4576188,-0.33038214,0.06603814,-0.23366535,0.30347347,-0.28105605,-0.22074911
0.3657308,0.2329905,-0.28986022,0.006286261,-0.37200406,-0.2178066,0.08449224,0.11033283
0.0046891305,0.09479676,-0.30402875,-0.35280868,0.47217846,0.19188331,-0.18224776,-0.32296762
0.4126959,-0.2014388,0.46929094,-0.3524578,-0.15198913,0.05096441,0.45000964,0.4684876
-0.41539374,0.052879352,0.05599624,-0.08142617,-0.22403893,-0.4509697,0.1310008,-0.43191132
0.44881055,-0.014308768,-0.15419419,0.044240266,-0.33006364,-0.012769913,-0.6730777,0.606182
0.32997757,-0.45261696,-0.058730043,0.09806447,-0.039899327,0.2985444,-0.4533059,0.45184496
0.16529626,-0.3980886,-0.38740626,0.39042243,-0.49593312,-0.21799421,0.035085734,0.43799224
-0.02176207,0.056285806,0.05385271,0.2630473,-0.5056123,0.48561865,-0.58663267,0.18703252
-0.13631737,0.1821445,-0.47544795,0.2620635,-0.4490019,0.04134705,-0.2702636,-0.25573477
0.24282725,-0.5633769,-0.12201435,0.29693896,-0.46592337,-0.093849026,-0.53028977,0.029604949
0.55536324,0.29280004,-0.1482247,-0.1745387,-0.357768,0.6014777,-0.45826823,0.52166206
0.12711172,0.3091998,0.015887307,-0.27689543,-0.3735703,0.08088132,-0.0015041373,-0.3755484
0.015227712,-0.49261343,0.028977856,0.2543278,-0.017154159,0.5699301,-0.6916611,0.558515
