timeaxayazgxgygztemp8380,0.3181152,0.925293,-0.185791,-3.427481,-0.01526718,0.656488528.50588
7824,0.338623,0.9665527,-0.1384277,-2.351145,-0.4732824,0.61068728.50588
7839,0.3010254,0.9133301,-0.2067871,-2.229008,-0.2137404,-0.244274828.45882
7800,0.331543,0.9304199,-0.1552734,0.09160305,-0.9770992,0.404580228.55294
7806,0.3098145,0.9509277,-0.1591797,0.4351145,-0.9007633,-0.374045828.50588
7784,0.2937012,0.9353027,-0.1882324,-0.5343512,-0.5038168,0.755725228.45882
7774,0.3129883,0.9350586,-0.1784668,-0.8167939,-0.06870229,0.206106928.50588
8144,0.3046875,0.9821777,-0.1555176,-0.6946565,-0.4045802,0.923664128.50588
7801,0.310791,0.904541,-0.2006836,-2.877863,0.5725191,0.35114528.50588
7770,0.3530273,0.9221191,-0.2041016,-2.78626,-1.458015,-0.0839694728.55294
7798,0.3095703,0.9472656,-0.1687012,0.389313,-0.9923664,-0.77862628.55294
7793,0.298584,0.9350586,-0.1367188,-1.236641,-0.7938931,-0.450381728.55294
7770,0.2873535,0.9445801,-0.2026367,-0.1908397,-0.1984733,0.0916030528.6
7777,0.3232422,0.934082,-0.1901855,-1.900763,0.9389313,0.028.45882
8180,0.3173828,0.9377441,-0.1740723,-0.4427481,0.870229,0.0381679428.50588
7829,0.328125,0.9487305,-0.1323242,-0.1832061,-1.267176,-0.274809128.55294
7830,0.3251953,0.9289551,-0.1398926,1.137405,-1.679389,-0.38931328.55294
7797,0.3127441,0.9394531,-0.1816406,1.305344,-1.763359,-0.137404628.50588
7757,0.3190918,0.925293,-0.1933594,0.8167939,-0.3282443,-0.244274828.55294
7795,0.3112793,0.9360352,-0.2185059,0.007633588,0.1145038,0.549618328.50588
7762,0.3217773,0.9277344,-0.1608887,-2.564885,0.1145038,-0.061068728.55294
7817,0.3198242,0.9365234,-0.1508789,-0.2213741,-0.3282443,-0.190839728.50588
7793,0.3234863,0.9274902,-0.1591797,0.8931297,-1.19084,-0.190839728.45882
7797,0.3205566,0.9453125,-0.1623535,0.7633588,-1.770992,-0.251908428.50588
7827,0.3037109,0.9321289,-0.1813965,-0.9236641,-0.4427481,-0.793893128.55294
7776,0.2905273,0.9494629,-0.173584,-0.1526718,-0.6946565,0.312977128.50588
