ax,ay,az,gx,gy,gz
-0.06762695,1.053955,-0.05126953,-21.72519,-177.3817,29.67939
0.2524414,0.9536133,-0.07275391,-19.84733,-95.23664,11.06107
0.3566895,0.8393555,-0.3476563,-23.54962,-120.3664,0.1908397
0.3752441,1.01001,-0.1621094,-21.57252,-158.0305,-6.206107
0.282959,0.9189453,-0.1303711,-24.48092,-156.1756,-13.79389
-0.4829102,0.9995117,0.04785156,4.740458,250.1298,-57.83206
0.3776855,0.6135254,-0.7033691,5.541985,201.7786,47.01527
0.3544922,1.538086,0.4318848,68.1832,154.7176,59.99237
0.2944336,0.8012695,-0.03759766,25.20611,250.1298,-50.17557
0.1936035,0.5407715,-0.4399414,58.62595,204.0229,44.32061
0.04882813,1.463135,0.2739258,59.98473,250.1298,21.94657
0.4311523,0.7624512,-0.3659668,10.46565,244.1221,-27.47328
0.04125977,0.9633789,-0.04003906,44.58779,188.6412,42.20611
-0.06420898,0.9379883,0.0949707,31.29771,250.1298,-28.1145
0.03466797,0.7849121,-0.05249023,43.12214,202.6641,22.96183
-0.05664063,1.246826,0.002929688,40.57252,250.1298,14.35114
0.309082,0.7302246,-0.479248,18.98473,195.6183,-6.938931
0.5549316,0.876709,-0.371582,13.35114,68.41985,-1.755725
0.002197266,1.063477,-0.1166992,1.076336,41.87786,10.9084
0.2570801,0.9470215,-0.1696777,-10.36641,-4.587786,5.251908
0.1535645,0.9560547,-0.03613281,-2.610687,0.6412213,8.343512
0.2861328,0.9594727,-0.06762695,3.305344,-1.183206,2.671756
0.279541,0.9589844,-0.1550293,3.0,-1.534351,-2.21374
0.1918945,0.9545898,-0.206543,-2.419847,-0.1679389,-2.167939
0.1413574,0.9624023,-0.138916,-4.160306,-0.2366412,0.6793893
0.1616211,0.9716797,-0.06933594,-1.78626,0.04580153,2.083969
0.2060547,0.9621582,-0.08276367,1.007634,-0.8396947,1.267176
0.2114258,0.9492188,-0.1577148,1.022901,-1.015267,-0.3358779
0.1945801,0.9755859,-0.1660156,-0.7862596,-0.610687,-0.7938931
0.1791992,0.9665527,-0.1105957,-1.900763,-0.5801527,0.6641222
0.1862793,0.970459,-0.08862305,0.0,-1.022901,0.9160305
0.1936035,0.9555664,-0.1254883,0.4656488,-0.7099237,0.4122138
0.1984863,0.9682617,-0.1396484,-0.03816794,-0.5877862,-0.1374046
0.1865234,0.9621582,-0.1379395,-1.274809,-0.5114504,-0.09923664
0.1716309,0.9638672,-0.1186523,-1.198473,-0.4198473,0.5954198
-eTwist-,-e-,-e-,-e-,-e-,-e-
-sTwist-,-s-,-s-,-s-,-s-,-s-
0.1821289,0.9641113,-0.1269531,-0.5648855,-0.740458,0.4122138
0.2041016,0.9763184,-0.1103516,0.5419847,-1.740458,0.7938931
0.2111816,1.020508,-0.07763672,-0.1221374,-3.748092,1.099237
0.348877,0.9282227,-0.2011719,-9.145039,-61.49618,-6.183206
0.1052246,0.9147949,-0.06713867,-23.41221,-202.855,4.480916
0.08154297,1.025391,-0.2561035,-17.70992,-94.99236,18.86259
0.3803711,0.9770508,-0.1516113,-17.12977,-136.4046,28.25954
0.4008789,0.947998,0.002441406,-24.92366,-181.7786,-17.07634
0.3259277,0.9104004,-0.190918,-32.96947,-206.1908,-14.17557
0.03076172,1.006104,-0.06176758,-26.92366,-187.4886,0.4656488
0.1657715,0.8798828,-0.04638672,-27.46565,-174.6031,-7.251908
0.1887207,0.9472656,-0.1811523,-25.67939,-175.1298,-5.610687
0.142334,0.9975586,-0.1000977,-23.67175,-171.5038,-4.221374
0.1625977,0.9624023,-0.1081543,-23.30534,-164.8855,-2.610687
0.1472168,0.9707031,-0.1394043,-17.54962,-58.52672,-48.51908
-1.179932,1.156738,0.3652344,29.60305,155.3053,115.5343
0.3085938,0.6374512,-0.09350586,13.96947,250.1298,6.984733
0.4885254,0.7651367,-0.2919922,51.32061,176.7863,8.641221
-0.03173828,1.383789,0.4091797,52.92366,250.1298,61.42748
0.9611816,0.7009277,-0.3427734,30.66412,250.1298,-20.08397
0.05566406,0.8063965,-0.2092285,52.57252,230.7481,9.412213
-0.1201172,1.035645,-0.2062988,36.0458,250.1298,-12.44275
0.3093262,0.7827148,-0.4833984,28.19847,250.1298,-28.77099
0.2585449,1.119385,-0.01025391,44.44275,250.1298,-9.78626
0.5788574,1.057617,-0.2836914,26.77863,135.0763,-14.61069
0.06958008,0.9536133,-0.1855469,13.91603,84.58778,-10.80153
0.1364746,0.9780273,-0.2810059,-1.648855,17.32061,-5.152672
-0.008789063,0.9914551,-0.1000977,-3.885496,-5.244275,8.175572
0.1245117,0.9526367,-0.08081055,-5.534351,-2.053435,14.39695
0.2619629,0.9311523,-0.1057129,-1.755725,-1.396947,6.664122
0.2724609,0.9709473,-0.09521484,2.572519,-1.206107,0.3053435
0.2531738,0.9692383,-0.140625,1.671756,-0.2137404,-3.267176
0.1970215,0.9455566,-0.1884766,-2.412214,-0.8854962,-3.312977
0.1381836,0.9714355,-0.1359863,-2.603053,-0.4961832,-0.4427481
0.1437988,0.9858398,-0.08740234,-2.030534,-0.7328244,1.778626
0.1806641,0.9594727,-0.09667969,0.02290076,-0.519084,2.022901
0.2199707,0.9663086,-0.1347656,0.5572519,-1.198473,0.1374046
0.2097168,0.965332,-0.1289063,-1.770992,-0.5725191,-0.3664122
0.1672363,0.9782715,-0.1032715,-0.8091603,-0.6641222,0.8854962
0.1794434,0.9726563,-0.1154785,0.1450382,-0.6335878,0.9236641
0.1972656,0.9599609,-0.1320801,-0.3282443,-0.6030535,0.2442748
0.2021484,0.9609375,-0.137207,-1.061069,-0.7099237,-0.2442748
0.1804199,0.9741211,-0.1193848,-0.740458,-0.5038168,-0.08396947
-eTwist-,-e-,-e-,-e-,-e-,-e-
-sTwist-,-s-,-s-,-s-,-s-,-s-
0.1901855,0.9658203,-0.1333008,-0.6641222,-0.4503817,0.3282443
0.1855469,0.932373,-0.1271973,-2.549618,0.3358779,-0.3129771
0.1513672,0.9338379,-0.1835938,-1.572519,0.870229,0.7938931
0.1914063,0.940918,-0.1513672,-1.328244,-16.37405,-3.099237
0.6379395,0.923584,-0.2119141,-16.03817,-125.0382,-19.13741
0.4836426,0.9711914,-0.1052246,-32.27481,-233.3206,-24.07634
0.1347656,1.038574,-0.0637207,-41.9313,-248.1832,-28.12214
-0.1955566,1.02417,-0.05273438,-28.13741,-201.9237,2.618321
0.1293945,0.9499512,-0.1977539,-25.87023,-145.0916,13.65649
0.07714844,0.9157715,-0.1186523,-13.64886,-103.2137,25.89313
0.3708496,0.8979492,-0.1435547,-21.68702,-140.1679,31.42748
0.4887695,0.8977051,-0.1357422,-26.00763,-224.9313,-14.44275
0.1972656,0.920166,-0.1711426,-37.35115,-248.1832,-27.35114
-0.2131348,1.140381,-0.08081055,-8.854961,152.6031,-111.9084
0.2114258,0.9260254,-0.1647949,14.64886,136.3359,88.61832
0.2993164,1.384033,0.2419434,36.64122,197.0229,66.90839
0.7062988,0.802002,-0.2304688,19.80916,250.1298,-6.282443
0.2463379,0.9658203,-0.01953125,56.77099,186.6183,-3.40458
-0.05053711,1.05127,-0.2026367,44.51908,250.1298,-19.70229
0.4541016,0.6999512,-0.4711914,22.38168,168.6107,-61.70992
-0.1296387,1.26123,0.02783203,42.62595,214.1298,14.79389
0.2824707,0.8044434,-0.1235352,25.56489,250.1298,-24.96947
0.01611328,0.9453125,-0.1708984,32.22901,222.7939,16.14504
0.1789551,1.039307,0.006835938,39.70992,250.1298,-37.77863
0.3393555,0.838623,-0.199707,36.52672,187.6183,3.648855
0.4267578,1.124023,-0.1782227,21.9313,83.19847,-12.80153
0.09033203,0.953125,-0.2365723,-3.29771,9.0,-4.068702
0.04858398,0.9665527,-0.2043457,-9.259542,0.5725191,4.816794
0.2370605,0.9316406,-0.2050781,-0.5419847,-0.2213741,1.045802
0.2321777,0.9536133,-0.1860352,-3.122137,0.07633588,-1.480916
0.1950684,0.9833984,-0.07373047,-2.908397,-0.5877862,-1.854962
0.1547852,0.9645996,-0.06689453,-1.366412,-0.3664122,0.1145038
0.1638184,0.9663086,-0.09912109,1.419847,-0.740458,1.763359
0.1953125,0.9682617,-0.1513672,1.076336,-0.8396947,1.290076
0.2197266,0.9538574,-0.1640625,-1.671756,-0.4122138,-0.5267176
0.1921387,0.9597168,-0.09521484,-1.259542,-0.4427481,-0.519084
0.1762695,0.9699707,-0.1064453,0.129771,-0.6335878,0.6641222
0.1855469,0.9602051,-0.1335449,0.2748091,-0.870229,1.038168
0.1848145,0.9648438,-0.1369629,-0.648855,-0.2213741,0.7251908
0.2055664,0.9628906,-0.1271973,-1.412214,-0.1984733,0.05343511
0.2004395,0.9650879,-0.1010742,-0.9694656,-0.7709923,-0.09160305
0.1843262,0.967041,-0.1179199,-0.09923664,-0.8549618,0.3969466
0.1879883,0.9680176,-0.1262207,-0.3740458,-0.480916,0.6717557
-eTwist-,-e-,-e-,-e-,-e-,-e-
-sTwist-,-s-,-s-,-s-,-s-,-s-
0.1967773,0.9609375,-0.1196289,-0.648855,-0.4885496,0.01526718
0.2121582,0.9665527,-0.09790039,0.259542,-2.068702,0.6412213
0.2050781,1.008057,-0.06225586,0.2900764,-0.2977099,-1.167939
0.3740234,0.954834,-0.1943359,-8.709924,-81.08397,4.236641
0.4099121,0.8713379,-0.236084,-32.29771,-199.2214,-25.62595
0.3017578,0.9602051,-0.1228027,-45.35878,-248.1832,-27.25191
-0.2155762,1.125732,0.2055664,-23.83969,-177.1908,-12.22137
0.270752,0.7131348,-0.2128906,-35.08397,-217.2519,-21.37405
-0.1967773,1.076904,-0.1333008,-12.14504,-164.5573,6.389313
0.263916,1.046875,0.008544922,-16.19847,-146.2748,13.64122
0.3405762,0.8254395,-0.1965332,-28.06107,-173.7328,-2.503817
0.2712402,0.9960938,-0.1818848,-27.84733,-198.9847,-9.839695
0.15625,1.058838,-0.0703125,-25.37405,-110.5267,-48.79389
-0.9536133,0.9785156,-0.1057129,-0.4045802,171.7634,43.9084
0.4545898,1.058838,0.08544922,38.21374,119.5115,70.771
0.2182617,1.22583,0.2851563,31.15267,175.4886,62.9084
0.5063477,0.8378906,-0.298584,27.90076,250.1298,6.267176
0.963623,0.7209473,-0.2932129,32.24427,179.1756,-13.29771
-0.07666016,1.03125,-0.2614746,43.65649,250.1298,25.59542
1.706055,0.9047852,-0.2851563,21.53435,250.1298,-81.10687
0.04150391,0.9367676,-0.2307129,38.58015,201.8168,3.923664
0.07714844,1.319824,0.2277832,35.33588,216.4275,4.549618
0.2177734,0.6777344,-0.2797852,18.50382,173.1832,9.587787
-0.09960938,1.091064,-0.1057129,31.48092,197.1069,44.86259
0.404541,0.8803711,-0.1159668,18.87786,101.4504,17.22901
0.3330078,0.9577637,-0.2365723,3.717557,25.91603,4.587786
0.2050781,1.054932,-0.1638184,-6.038168,1.51145,3.351145
0.1811523,0.9645996,-0.02392578,-6.167939,-5.427481,12.22137
0.2897949,0.940918,-0.03808594,-0.4580153,-6.610687,4.29771
0.2922363,0.9782715,-0.09936523,5.007634,-0.7480916,0.7480916
0.2641602,0.947998,-0.1867676,-0.5572519,-0.5801527,-2.29771
0.173584,0.9572754,-0.1679688,-3.625954,-0.09923664,-0.2290076
0.1745605,0.9667969,-0.09765625,-3.312977,-0.8396947,2.526718
0.215332,0.9755859,-0.05786133,0.129771,-0.4045802,1.847328
0.2470703,0.9621582,-0.1184082,2.007634,-1.10687,-0.9312977
0.1821289,0.9587402,-0.1499023,-2.129771,-0.1526718,0.3969466
0.1896973,0.9558105,-0.107666,-2.259542,-0.4122138,1.755725
0.2285156,0.9614258,-0.07177734,0.3435115,-0.6641222,1.419847
0.2412109,0.965332,-0.109375,0.7328244,-1.152672,-0.2290076
0.2075195,0.9616699,-0.1391602,-0.4045802,-0.7557252,-0.5877862
0.1882324,0.9572754,-0.1315918,-1.70229,-0.9694656,0.3969466
0.1928711,0.9587402,-0.114502,-1.778626,-0.5343512,1.412214
0.2165527,0.958252,-0.08984375,-0.6259542,0.007633588,0.6183206
-eTwist-,-e-,-e-,-e-,-e-,-e-
-sTwist-,-s-,-s-,-s-,-s-,-s-
0.2026367,0.9614258,-0.1005859,-1.122137,-0.480916,0.4351145
0.2055664,0.9655762,-0.1508789,-2.419847,-0.1526718,-0.08396947
0.340332,0.8942871,-0.1618652,-7.870229,-69.41985,1.274809
0.5014648,0.8330078,-0.3823242,-36.44275,-227.6488,-25.96183
0.111084,0.9438477,-0.2243652,-42.9313,-206.771,-43.26717
-0.1147461,1.10083,0.260498,-19.46565,-219.0382,24.39695
0.4086914,0.8425293,0.05517578,-43.91603,-248.1832,-17.74046
0.001464844,0.9914551,-0.1154785,-27.87786,-153.8855,-28.21374
0.1003418,0.9909668,-0.1728516,-37.70992,-179.7557,-13.78626
0.09887695,0.982666,-0.06518555,-24.24427,-150.5343,5.366412
0.1098633,1.006348,0.015625,-20.58779,-112.2137,9.679389
0.357666,0.9504395,-0.0703125,-21.60305,-162.2748,-1.061069
0.809082,0.9570313,0.02148438,-28.03053,-248.1832,-31.0229
0.03027344,0.9318848,-0.1850586,-30.83206,-235.5878,-31.03053
-0.8635254,1.231445,0.1171875,24.26718,165.9542,103.8473
0.2380371,0.6035156,-0.2167969,12.25191,216.7939,38.75573
0.4189453,1.046143,0.08862305,43.12214,129.7634,36.32824
-0.1049805,1.147705,0.3391113,42.64122,250.1298,39.63359
1.53418,0.7587891,-0.4951172,36.58015,203.1374,-22.70229
0.01977539,1.113281,0.008544922,62.15267,229.0763,31.48855
0.9099121,1.041504,-0.1171875,41.34351,250.1298,-29.83206
0.1171875,0.8168945,-0.3808594,32.48855,206.6183,9.854961
-0.02758789,1.029297,-0.06982422,39.74809,250.1298,-16.64122
0.2766113,0.6381836,-0.3288574,22.64886,225.1908,-22.42748
0.107666,1.259766,0.2016602,46.21374,213.4504,23.38931
0.4528809,1.068604,-0.1520996,12.87023,59.43512,2.862595
0.2670898,0.9580078,-0.3151855,-3.839695,-1.732824,-0.9007633
0.01831055,0.9475098,-0.1464844,-12.21374,0.1221374,11.03053
0.192627,0.9616699,-0.005615234,-5.183206,-1.938931,11.32061
0.2302246,0.9936523,0.03320313,4.870229,-3.015267,8.679389
0.2453613,0.9567871,-0.1418457,6.656488,-2.076336,6.099236
0.2351074,0.9489746,-0.2468262,0.2366412,-0.7022901,3.526718
0.2314453,0.9362793,-0.1992188,-7.030534,0.7633588,1.076336
0.2480469,0.9631348,-0.05566406,-4.847328,0.1145038,-0.1526718
0.2265625,0.9765625,-0.01806641,0.7480916,-1.10687,-1.038168
0.1884766,0.9707031,-0.1057129,4.206107,-1.396947,0.5725191
0.1906738,0.9663086,-0.1816406,0.3435115,-0.8167939,1.725191
0.2087402,0.9472656,-0.1589355,-4.068702,-0.7328244,0.9007633
0.2172852,0.9570313,-0.09399414,-2.442748,-0.6030535,0.4045802
0.2233887,0.9707031,-0.08154297,0.5801527,-0.4274809,-0.03053435
0.2150879,0.9572754,-0.1237793,1.412214,-0.7328244,-0.07633588
0.2004395,0.967041,-0.1645508,-0.3358779,-0.7022901,0.5038168
0.2019043,0.9609375,-0.1140137,-2.770992,-0.2977099,0.648855
-eTwist-,-e-,-e-,-e-,-e-,-e-
-sTwist-,-s-,-s-,-s-,-s-,-s-
0.2067871,0.9611816,-0.1064453,-0.6183206,-0.6641222,0.2061069
0.1953125,1.008301,-0.1245117,-0.5801527,-0.6793893,-0.0610687
0.1774902,0.9133301,-0.137207,-4.664122,-12.19084,2.70229
0.597168,0.857666,-0.3261719,-17.31298,-134.7099,-18.25191
0.4333496,0.9606934,-0.1586914,-40.32824,-248.1832,-27.81679
-0.04248047,0.9160156,-0.09692383,-37.80916,-121.3969,-68.77863
0.111084,0.7944336,-0.1452637,-28.17557,-243.458,1.175573
0.2983398,1.218018,0.217041,-30.54198,-235.1069,-23.22137
-0.2521973,0.923584,-0.1166992,-19.64122,-115.4885,22.16794
0.3974609,0.8000488,-0.2744141,-18.75573,-160.8855,4.664122
0.3364258,1.026123,-0.140625,-22.57252,-194.5038,-10.58779
0.2770996,0.9440918,-0.152832,-38.26717,-249.3893,-15.10687
0.1516113,0.9536133,-0.1230469,-38.09924,-248.1832,-12.29008
-0.1311035,1.043457,-0.03833008,-29.68702,-154.0305,-15.84733
-0.2944336,0.9067383,-0.203125,-12.75572,113.9924,3.450382
0.4033203,0.9467773,0.046875,39.76336,130.0763,91.46565
0.2670898,1.344482,0.6125488,47.03817,172.6336,63.15267
0.8376465,0.6508789,-0.1914063,31.82443,219.7099,-2.916031
0.3710938,0.8237305,-0.4050293,49.03817,200.2977,-24.12214
-0.08496094,1.001709,-0.2770996,43.58779,250.1298,-50.68702
0.380127,0.7260742,-0.5493164,24.93893,231.6107,-54.70229
0.06347656,1.505859,0.1950684,47.34351,196.0687,17.44275
0.2988281,0.9423828,0.01367188,19.19084,250.1298,-43.87023
-0.1582031,0.8498535,-0.2780762,27.38168,163.6565,29.29008
0.3300781,1.115234,0.1003418,23.77099,86.75572,0.740458
0.1594238,1.072266,-0.1274414,4.29771,-6.0,4.206107
0.02319336,0.9680176,-0.1171875,-8.496183,2.282443,17.94657
0.234375,0.9421387,-0.08081055,-6.229008,-1.19084,13.62595
0.2080078,0.9821777,-0.006347656,2.381679,-0.9083969,13.41985
0.2565918,0.9697266,-0.09423828,4.870229,-2.236641,10.35878
0.2202148,0.9345703,-0.2133789,-0.09160305,-0.7328244,8.175572
0.25,0.9338379,-0.1938477,-4.755725,-0.1908397,5.343512
0.1855469,0.9509277,-0.1647949,-1.267176,-1.236641,0.8854962
0.1945801,0.9694824,-0.1218262,-1.847328,-0.2061069,1.244275
0.2226563,0.9602051,-0.09790039,-1.198473,-0.3282443,0.3053435
0.2199707,0.9606934,-0.1025391,0.2824428,-0.6030535,-0.4656488
0.2133789,0.9672852,-0.1350098,0.6717557,-1.251908,-0.1145038
0.1887207,0.9663086,-0.1342773,-1.10687,-0.7099237,0.3053435
0.1975098,0.9609375,-0.1049805,-1.801527,-0.7022901,0.8778625
0.2084961,0.9560547,-0.1030273,-0.4885496,-0.519084,0.4427481
0.2180176,0.9572754,-0.1140137,0.1221374,-0.4427481,0.1068702
0.2075195,0.9606934,-0.1323242,-0.7862596,-0.610687,0.08396947
0.201416,0.9597168,-0.121582,-1.549618,-0.2900764,0.2748091
-eTwist-,-e-,-e-,-e-,-e-,-e-
-sTwist-,-s-,-s-,-s-,-s-,-s-
0.2143555,0.9592285,-0.1154785,-0.7709923,-0.870229,0.05343511
0.2084961,0.9226074,-0.1862793,-3.496183,0.129771,-0.4656488
0.2087402,0.8862305,-0.1623535,-6.603054,-41.67176,10.82443
0.5585938,0.8369141,-0.359375,-27.80916,-173.8321,-14.62595
0.4221191,0.9719238,-0.2338867,-47.19084,-248.1832,-36.61069
-0.05444336,1.276123,0.1835938,-26.93893,-208.5649,13.93893
0.3781738,0.784668,-0.09838867,-47.87786,-232.1145,-30.71756
0.01831055,0.942627,-0.06567383,-21.40458,-184.7481,-6.465649
-0.1118164,1.169434,0.1230469,-6.206107,-124.2977,23.63359
0.3959961,0.7092285,-0.279541,-30.84733,-178.1679,5.70229
0.3486328,0.9013672,-0.2473145,-30.0458,-248.1832,-4.977099
0.3120117,1.008545,-0.208252,-43.53435,-248.1832,-21.63359
0.04760742,1.003174,-0.1437988,-32.60305,-148.2519,-43.0687
-0.0612793,0.9714355,-0.1362305,-20.08397,-105.6565,-4.21374
-0.8591309,1.215332,0.4414063,19.09924,211.0992,82.32825
0.4287109,0.5927734,0.08105469,30.51145,155.5267,24.41985
0.111084,1.341553,0.53125,60.0916,155.2748,58.9771
-0.05444336,1.012695,-0.1142578,41.0,250.1298,6.832061
0.9306641,0.7663574,-0.8195801,33.52672,195.0916,-26.67175
-0.0390625,1.055664,0.006347656,54.49618,226.4427,9.923664
0.3156738,0.8820801,-0.348877,21.76336,250.1298,16.05343
0.3723145,1.030029,-0.1547852,17.19847,250.1298,-47.89313
0.2885742,0.7285156,-0.1696777,31.05343,195.6947,-10.59542
-0.1005859,1.18042,0.1230469,47.03817,237.0534,23.39695
0.4279785,1.003418,-0.2473145,21.47328,81.50381,31.44275
0.3366699,0.9228516,-0.1850586,7.358778,56.33588,6.465649
0.2712402,0.8984375,-0.3291016,-11.92366,-8.183207,5.259542
0.1169434,1.012939,0.003662109,-6.954198,-1.740458,15.93893
0.2373047,0.9677734,0.01806641,-0.2290076,-9.427481,11.0458
0.1921387,0.9428711,-0.09399414,2.236641,-9.725191,10.33588
0.293457,0.9450684,-0.1938477,0.7099237,-1.984733,4.816794
0.3613281,0.951416,-0.171875,-2.977099,-0.03053435,-3.160305
