time,ax,ay,az,gx,gy,gz,temp
7811,0.3132324,0.9909668,0.09375,-15.18321,32.61069,-12.9542,28.55294
7845,0.1828613,0.9538574,-0.01025391,-10.58015,5.10687,-3.946565,28.41176
7834,0.2739258,0.9074707,-0.1096191,-4.908397,-5.251908,-4.152672,28.55294
7818,0.3085938,0.9614258,-0.07226563,-0.4503817,0.0610687,-7.282443,28.6
7804,0.2873535,0.9389648,-0.07861328,-4.458015,1.0,-11.79389,28.55294
7839,0.1743164,0.9638672,-0.05761719,-0.870229,-0.07633588,-5.610687,28.50588
7837,0.1303711,0.996582,-0.07446289,4.694656,-1.748092,3.587786,28.55294
7771,0.1767578,0.9645996,-0.1643066,5.427481,-0.5725191,8.503817,28.55294
8149,0.2607422,0.9406738,-0.1437988,3.419847,-0.6793893,8.534351,28.6
7837,0.2741699,0.932373,-0.135498,1.740458,-0.832061,8.366412,28.50588
7817,0.2836914,0.9433594,-0.1306152,2.51145,-1.312977,8.61832,28.55294
7828,0.2973633,0.9521484,-0.1494141,2.419847,-1.381679,7.725191,28.50588
7786,0.3127441,0.9443359,-0.1586914,2.664122,-0.7022901,5.801527,28.6
7803,0.3154297,0.939209,-0.1362305,4.923664,-4.076336,4.603054,28.55294
7812,0.3146973,0.9438477,-0.1306152,3.305344,-0.6030535,2.748092,28.50588
7828,0.3186035,0.9150391,-0.1809082,-1.206107,-0.2061069,1.625954,28.50588
7830,0.3017578,0.921875,-0.1706543,-0.8244275,-0.5725191,0.9389313,28.55294
7830,0.3171387,0.9597168,-0.1469727,0.2977099,-0.4656488,-0.4122138,28.50588
7833,0.3132324,0.9519043,-0.1281738,-1.0,-0.6412213,-2.022901,28.55294
7842,0.2875977,0.9301758,-0.1462402,-1.419847,0.2519084,-2.442748,28.50588
7818,0.284668,0.940918,-0.1462402,-2.076336,0.1526718,-2.167939,28.45882
7854,0.2849121,0.949707,-0.1479492,-1.725191,-0.4961832,-2.061069,28.41176
8224,0.2832031,0.9470215,-0.1435547,-1.725191,-0.1832061,-1.961832,28.55294
7870,0.2719727,0.956543,-0.1191406,-1.824428,-0.1984733,-1.78626,28.55294
7845,0.263916,0.9501953,-0.135498,-1.236641,-0.6030535,-1.320611,28.50588
7849,0.2702637,0.9367676,-0.1364746,-1.030534,-0.4427481,-0.4732824,28.55294
7843,0.2753906,0.9458008,-0.128418,-0.9312977,-0.2519084,0.03053435,28.50588
7880,0.2692871,0.9506836,-0.1271973,-0.4427481,-0.3969466,0.9236641,28.45882
7807,0.2753906,0.9428711,-0.1416016,-0.09923664,-0.6717557,1.114504,28.55294
7838,0.277832,0.9460449,-0.1452637,-0.09923664,-0.7938931,0.6870229,28.6
