timeaxayazgxgygztemp
8179,0.3344727,0.9289551,-0.1586914,-1.427481,-0.4198473,0.404580228.64706
7842,0.3503418,0.9116211,-0.1306152,-0.4732824,0.2977099,0.38931328.64706
7788,0.3518066,0.9309082,-0.1171875,-1.152672,-0.648855,0.274809128.55294
7782,0.3400879,0.9338379,-0.1289063,-0.05343511,-0.6793893,0.603053528.69412
7830,0.3532715,0.9318848,-0.1640625,-0.02290076,-0.6564885,0.320610728.64706
7800,0.3503418,0.9179688,-0.1772461,-1.419847,-0.3206107,-0.419847328.74118
7825,0.3408203,0.9328613,-0.1369629,-1.053435,-0.1679389,-0.0687022928.64706
8250,0.359375,0.9194336,-0.1728516,-1.984733,-0.04580153,1.26717628.69412
7810,0.3569336,0.9287109,-0.1682129,-5.335878,-0.0610687,0.977099228.6
7835,0.4018555,0.9040527,-0.1472168,-1.053435,-1.343511,-1.45801528.6
7811,0.3535156,0.9233398,-0.130127,-0.3206107,-0.7862596,-1.47328228.6
7796,0.3173828,0.9343262,-0.1398926,0.01526718,-0.9541985,-0.106870228.74118
7772,0.2988281,0.9411621,-0.1677246,0.9541985,1.015267,2.72519128.69412
7779,0.3911133,0.9453125,-0.1672363,-3.183206,-2.175573,1.80152728.64706
8198,0.371582,0.9230957,-0.1252441,-2.358779,-0.259542,0.0534351128.69412
7866,0.3510742,0.9345703,-0.1071777,-2.541985,0.1526718,-1.38167928.69412
7819,0.3369141,0.9370117,-0.1293945,-0.7175572,-0.4656488,-0.290076428.64706
7836,0.3293457,0.9279785,-0.1518555,-0.3129771,-1.587786,1.38931328.74118
7779,0.3361816,0.9189453,-0.1455078,-0.2824428,-1.572519,1.34351128.6
7832,0.3381348,0.9328613,-0.1621094,-1.160305,-0.4580153,0.74045828.64706
7789,0.3496094,0.9147949,-0.1520996,-1.175573,0.6030535,0.328244328.69412
7776,0.3642578,0.9230957,-0.154541,-0.8015267,1.419847,-0.87022928.74118
7839,0.3635254,0.9179688,-0.1206055,-0.03816794,-0.7633588,-1.43511428.69412
7800,0.354248,0.9299316,-0.123291,0.3664122,-1.274809,-1.28244328.74118
7785,0.3322754,0.9396973,-0.1315918,2.458015,-0.9541985,0.028.6
7765,0.3066406,0.9311523,-0.1591797,1.374046,-0.3740458,1.24427528.69412
7820,0.3476563,0.9287109,-0.1618652,-1.099237,-0.7709923,1.90839728.64706
7856,0.3625488,0.9208984,-0.1520996,-1.885496,-1.198473,-0.503816828.74118
8202,0.3391113,0.9333496,-0.1313477,0.6030535,-0.3969466,0.374045828.74118
7873,0.3359375,0.9260254,-0.1520996,-3.526718,-2.335878,1.12213728.74118
7808,0.326416,0.9296875,-0.1860352,-4.526718,-1.664122,2.74809228.69412
7815,0.3215332,0.9204102,-0.1867676,-5.687023,-2.496183,4.6183228.69412
7802,0.1745605,0.9436035,-0.1791992,-11.14504,-7.137404,12.7022928.69412
7793,0.2026367,0.9204102,-0.2497559,-13.75572,-0.6870229,18.6488628.74118
7831,0.467041,0.9240723,-0.1574707,-14.96947,-1.709924,12.5725228.69412
7782,0.5759277,0.8950195,-0.06201172,-12.35114,-0.3206107,1.05343528.64706
7792,0.5273438,0.8874512,-0.03417969,-3.389313,1.412214,-8.71755728.69412
7800,0.4240723,0.9311523,-0.08374023,-0.09923664,-1.335878,-9.54961928.69412
7813,0.2038574,0.9616699,-0.1699219,0.5496183,-0.9007633,-2.7862628.64706
7807,0.2058105,0.9401855,-0.140625,-2.290076,-1.29771,6.28244328.74118
7773,0.3122559,0.9438477,-0.1105957,-0.3358779,0.3740458,6.58778628.64706
7790,0.4128418,0.9155273,-0.1347656,-1.160305,-2.160305,3.83206128.78823
8183,0.4018555,0.9208984,-0.1425781,-1.435114,-0.7175572,0.244274828.74118
7861,0.3518066,0.9123535,-0.1518555,-4.08397,-0.7557252,1.74809228.64706
7842,0.3041992,0.9545898,-0.08911133,-2.007634,-2.145038,3.79389328.69412
7796,0.3781738,0.9328613,-0.05908203,2.274809,-1.694656,2.93893128.69412
7799,0.4711914,0.8881836,-0.1181641,5.160306,-0.6793893,-4.23664128.74118
7809,0.4360352,0.8901367,-0.1933594,4.603054,1.633588,-8.44274828.74118
7860,0.3305664,0.9157715,-0.2331543,-3.877863,-1.274809,-5.58015328.64706
7765,0.2275391,0.9692383,-0.07421875,-0.832061,0.778626,1.54198528.78823
7787,0.375,0.9230957,-0.09863281,0.5343512,-1.068702,2.87786328.74118
7813,0.4707031,0.8974609,-0.04418945,4.664122,-1.900763,-3.17557328.69412
7830,0.4587402,0.8845215,-0.1687012,4.198473,-1.648855,-7.29007628.64706
7772,0.4240723,0.9211426,-0.1591797,4.534351,0.4961832,-11.0076328.69412
7776,0.3320313,0.921875,-0.1801758,0.0,0.7709923,-8.54198528.69412
7776,0.2966309,0.9482422,-0.1035156,3.206107,0.9770992,-6.12213828.64706
8147,0.3459473,0.9206543,-0.1867676,3.59542,1.061069,1.35877928.74118
7908,0.3952637,0.9182129,-0.1765137,-1.045802,-0.2671756,-0.992366428.64706
7798,0.375,0.9116211,-0.1772461,-3.778626,-1.603053,-1.65648928.64706
7837,0.3300781,0.935791,-0.1113281,-2.755725,-0.8091603,0.511450428.69412
7824,-0.01245117,1.362061,-0.3305664,125.2748,250.1298,-32.6335928.74118
7784,0.361084,0.8061523,-0.427002,61.29771,250.1298,-18.0152728.78823
7799,1.013428,0.5534668,-0.6325684,25.47328,64.87786,-28.4274828.64706
7839,-0.03222656,1.212158,-0.6748047,41.37405,123.2672,-34.1755728.64706
7765,0.06518555,1.051025,-0.3586426,-23.59542,52.19084,7.7862628.64706
7789,0.354248,0.8874512,-0.2880859,-27.47328,2.450382,19.7862628.64706
7830,0.2810059,0.9599609,-0.09741211,-16.9313,-1.503817,23.0610728.69412
7777,0.2226563,0.9775391,0.05175781,-0.2977099,9.557252,14.9236628.64706
7749,0.4272461,0.940918,0.03466797,0.6030535,0.5572519,10.8549628.6
7794,0.5708008,0.8881836,-0.09814453,8.610687,-3.167939,-2.92366428.74118
16653,0.4306641,0.9206543,0.03369141,17.51145,-0.6717557,-4.86259628.55294
7857,0.2114258,0.8496094,-0.4189453,-1.755725,-1.229008,-0.290076428.64706
7834,0.3029785,0.9182129,-0.2976074,0.8625955,-1.572519,2.98473328.64706
7781,0.3464355,0.9672852,-0.1745605,-4.59542,-0.3282443,2.01526728.69412
7776,0.3532715,0.9255371,-0.1447754,-6.770992,1.534351,-1.18320628.64706
7800,0.3522949,0.9353027,-0.1047363,-0.5877862,0.6717557,-2.64885528.69412
7789,0.3041992,0.9445801,-0.1345215,2.122137,-1.755725,-1.38931328.64706
7771,0.2788086,0.9370117,-0.2021484,2.80916,-0.6793893,0.984732828.64706
7820,0.3100586,0.9350586,-0.2302246,-1.519084,-1.832061,2.02290128.6
7781,0.3098145,0.947998,-0.203125,-3.656489,0.6717557,0.824427528.64706
7811,0.3500977,0.9223633,-0.1843262,-3.053435,-0.4503817,-1.88549628.69412
7770,0.3466797,0.9128418,-0.1743164,-4.572519,0.01526718,-2.65648928.64706
7818,0.2746582,0.9396973,-0.1445313,-0.6183206,-0.8778625,0.137404628.6
7839,0.2810059,0.9541016,-0.1572266,1.358779,-0.8244275,1.82442828.64706
8200,0.3198242,0.9316406,-0.2001953,0.6335878,0.08396947,1.7862628.64706
7873,0.3786621,0.9023438,-0.2219238,-1.877863,0.4427481,0.396946628.64706
7782,0.3320313,0.9333496,-0.1645508,-2.351145,0.4656488,-0.25954228.64706
7826,0.3452148,0.9384766,-0.1462402,-0.5496183,-0.6412213,-0.969465628.6
7802,0.3120117,0.9448242,-0.151123,-0.8167939,-1.160305,0.0458015328.64706
7798,0.2919922,0.9291992,-0.1916504,-0.610687,-1.274809,1.90076328.74118
7792,0.3278809,0.9265137,-0.1801758,0.6412213,0.129771,1.54961828.74118
7810,0.3503418,0.9250488,-0.1765137,0.1526718,-0.06870229,-0.0534351128.69412
