time,ax,ay,az,gx,gy,gz,temp
7766,0.3754883,0.8935547,-0.3571777,8.755725,2.076336,30.19084,28.6
7768,0.4711914,0.8664551,-0.3190918,-2.641221,2.59542,16.16794,28.6
7819,0.5888672,0.8737793,-0.2333984,-8.236641,0.6870229,1.290076,28.55294
7784,0.5087891,0.9128418,-0.1240234,-8.167939,2.763359,-9.297709,28.50588
7860,0.3286133,0.9399414,-0.09692383,-4.91603,0.4732824,-9.763359,28.45882
7788,0.2124023,0.96875,-0.06420898,0.9465649,-1.198473,-3.450382,28.6
7757,0.1899414,0.9550781,-0.1247559,4.465649,-1.755725,3.80916,28.64706
7775,0.2648926,0.9465332,-0.1872559,4.587786,-1.679389,6.053435,28.64706
7779,0.3491211,0.9208984,-0.2224121,1.832061,-0.6412213,3.519084,28.50588
8195,0.3891602,0.9240723,-0.2019043,-2.946565,-0.6335878,-1.854962,28.55294
7845,0.3547363,0.9260254,-0.170166,-4.877862,0.9236641,-3.847328,28.45882
7834,0.2805176,0.9370117,-0.1455078,-3.503817,0.4503817,-2.19084,28.6
7803,0.2697754,0.9472656,-0.1259766,-0.8167939,-0.6946565,0.3053435,28.55294
7784,0.2866211,0.9394531,-0.135498,1.19084,-1.496183,1.870229,28.50588
7820,0.3222656,0.932373,-0.1704102,1.664122,-1.0,0.9160305,28.6
7861,0.3537598,0.9274902,-0.2084961,0.1374046,-0.7175572,-1.328244,28.50588
7818,0.3352051,0.9311523,-0.2033691,-2.007634,0.09923664,-2.129771,28.55294
7795,0.3022461,0.9401855,-0.1757813,-3.007634,-0.1755725,-1.374046,28.50588
7826,0.2927246,0.9462891,-0.1513672,-2.358779,-0.09160305,0.1068702,28.6
7844,0.2922363,0.9453125,-0.1381836,-0.8778625,-0.3435115,1.274809,28.55294
7799,0.3139648,0.939209,-0.1494141,0.4885496,-1.099237,1.21374,28.6
7805,0.3344727,0.9284668,-0.175293,0.6335878,-1.045802,0.0610687,28.55294
7845,0.3239746,0.9333496,-0.1877441,-0.2748091,-0.4198473,-0.8854962,28.50588
8218,0.3000488,0.9377441,-0.1799316,-1.755725,-0.2137404,-0.6564885,28.64706
7840,0.296875,0.9431152,-0.1572266,-1.870229,-0.06870229,0.1374046,28.55294
7817,0.2954102,0.9377441,-0.145752,-0.8778625,-0.3969466,0.9160305,28.6
7798,0.3112793,0.9350586,-0.1516113,0.2213741,-0.7633588,1.19084,28.55294
16229,0.3186035,0.9343262,-0.1743164,0.08396947,-0.5725191,0.3740458,28.6
7814,0.05957031,0.732666,-0.8146973,127.2672,250.1298,-6.167939,28.55294
7801,1.999939,0.9714355,-0.496582,59.35115,107.542,-49.30534,28.50588
7830,0.2504883,0.965332,-0.7436523,-21.0458,7.358778,-64.39695,28.55294
7810,-0.541748,0.793457,-0.4875488,-28.22137,59.76336,25.30534,28.69412
7791,0.2321777,1.026611,-0.01489258,-25.16794,34.19847,13.78626,28.64706
7807,0.2702637,0.9216309,0.09472656,-23.68702,-7.839694,21.77863,28.50588
7798,0.2145996,0.9970703,0.182373,-0.8091603,-0.3664122,27.9771,28.55294
7820,0.2480469,0.9536133,0.04418945,13.31298,-3.183206,40.96947,28.6
7774,0.2739258,0.9350586,-0.07104492,24.92366,-2.748092,37.35115,28.6
8217,0.4221191,0.9099121,-0.3325195,-15.50382,4.160306,-2.541985,28.55294
7833,0.3056641,0.9658203,-0.1057129,-13.65649,2.793893,-2.473282,28.69412
7828,0.2626953,0.9509277,-0.04370117,-8.389313,2.732824,0.4427481,28.6
7780,0.2514648,0.9624023,-0.009033203,1.549618,-1.603053,3.59542,28.6
7776,0.2961426,0.9230957,-0.09570313,7.824428,-1.465649,4.022901,28.41176
7790,0.3464355,0.9282227,-0.1738281,10.77863,-3.770992,1.961832,28.64706
7786,0.3525391,0.9265137,-0.2727051,6.419847,-2.717557,0.1908397,28.50588
7801,0.3342285,0.9125977,-0.309082,-1.412214,0.8473283,-1.305344,28.64706
7817,0.3154297,0.942627,-0.2365723,-6.625954,1.541985,-1.450382,28.64706
7818,0.295166,0.9501953,-0.1577148,-7.908397,0.961832,-0.5725191,28.6
7821,0.2907715,0.9387207,-0.119873,-5.236641,0.04580153,0.2900764,28.55294
7842,0.3076172,0.939209,-0.1022949,-0.6412213,-0.4580153,0.3282443,28.6
7800,0.3171387,0.9423828,-0.1501465,1.885496,-1.396947,-0.2519084,28.6
7807,0.3354492,0.9428711,-0.1831055,2.740458,-1.351145,-1.320611,28.50588
8160,0.3132324,0.9331055,-0.2177734,-0.1679389,-0.5648855,-1.473282,28.55294
7831,0.2927246,0.9421387,-0.2219238,-2.854962,0.1374046,-0.6946565,28.6
7790,0.2897949,0.9382324,-0.1760254,-4.137404,0.6564885,-0.01526718,28.55294
7825,0.3029785,0.9455566,-0.1508789,-3.099237,-0.3053435,0.3435115,28.6
7844,0.3076172,0.9367676,-0.1384277,-1.938931,-0.5954198,0.2137404,28.45882
7806,0.3190918,0.9404297,-0.1394043,0.610687,-0.9694656,-0.389313,28.6
7824,0.3146973,0.9384766,-0.1779785,1.251908,-0.740458,-0.7633588,28.55294
7802,0.3088379,0.9428711,-0.1896973,0.8473283,-0.6870229,-0.6030535,28.41176
7828,0.2893066,0.9387207,-0.1899414,-0.7938931,-0.351145,0.4961832,28.55294
7793,0.2980957,0.935791,-0.1774902,-1.725191,-0.2366412,0.9847328,28.64706
7798,0.3049316,0.9345703,-0.1679688,-1.145038,-0.6564885,0.9083969,28.6
7808,0.3210449,0.9353027,-0.1660156,-0.8778625,-0.480916,0.4732824,28.55294
7818,0.06152344,0.9614258,-0.02539063,140.5343,250.1298,-29.22901,28.50588
7786,1.660645,0.8652344,0.08007813,103.0,213.8473,-62.57252,28.64706
8208,0.4318848,0.5803223,-0.6879883,32.45802,-24.64886,-97.29771,28.50588
7834,-0.5761719,1.105225,-0.6867676,34.07634,81.14503,-17.29008,28.50588
7822,-0.1289063,1.055664,-0.6708984,-10.51908,40.59542,27.53435,28.55294
7778,0.05957031,1.118408,-0.2993164,-26.56489,14.00763,23.9542,28.6
7804,0.2851563,0.8918457,-0.1088867,-43.70992,-3.129771,28.96183,28.6
7755,0.3168945,1.005371,0.1386719,-14.0916,8.580153,26.19847,28.55294
7788,0.3244629,0.9260254,0.1223145,-0.7251908,-0.4198473,42.35115,28.64706
7779,0.4868164,0.9086914,0.007080078,11.59542,-2.51145,19.12977,28.50588
7815,0.4538574,0.9284668,-0.08447266,18.82443,-8.366412,-1.007634,28.55294
7792,0.3874512,0.9169922,-0.185791,18.9542,-4.08397,-6.816794,28.64706
7799,0.3376465,0.9428711,-0.2907715,19.20611,-7.70229,-13.33588,28.45882
7789,0.1413574,0.8776855,-0.4125977,0.3816794,2.061069,-8.412213,28.50588
7806,0.1252441,0.916748,-0.4157715,-11.31298,1.709924,-0.2290076,28.6
7813,0.140625,0.9758301,-0.2102051,-14.48855,2.610687,7.335878,28.45882
8165,0.2651367,0.9423828,-0.06933594,-9.702291,3.114504,9.557252,28.6
7833,0.3210449,0.9606934,-0.01977539,-0.9541985,-1.206107,7.465649,28.55294
7774,0.3566895,0.9338379,-0.05175781,6.534351,-2.244275,2.366412,28.50588
7797,0.3549805,0.9353027,-0.1608887,10.92366,-2.740458,-2.450382,28.55294
7805,0.3029785,0.9355469,-0.2763672,6.59542,-1.916031,-4.183206,28.50588
7830,0.2602539,0.9370117,-0.3049316,0.832061,-0.2442748,-3.206107,28.64706
7804,0.2219238,0.9555664,-0.2480469,-4.923664,1.221374,-0.129771,28.6
7806,0.2285156,0.9575195,-0.1843262,-4.641222,1.236641,2.007634,28.50588
7793,0.2485352,0.9511719,-0.1452637,-4.19084,1.099237,4.114504,28.6
7836,0.2839355,0.9404297,-0.1281738,-0.8625955,-0.4885496,3.206107,28.55294
7830,0.3259277,0.9343262,-0.1586914,1.610687,-1.282443,-0.3129771,28.6
7789,0.340332,0.935791,-0.1889648,1.122137,-0.8625955,-2.351145,28.50588
7794,0.2932129,0.9370117,-0.2121582,-1.19084,-0.2977099,-2.793893,28.55294
7791,0.2546387,0.9572754,-0.1931152,-2.061069,0.4732824,-1.503817,28.55294
8217,0.2868652,0.9467773,-0.161377,-0.08396947,-0.9847328,0.05343511,28.64706
7809,0.310791,0.9555664,-0.140625,0.9160305,-1.274809,-0.9312977,28.6
7814,0.2858887,0.9379883,-0.1989746,-0.1603053,-0.9923664,-1.450382,28.50588
7772,0.407959,0.8103027,-0.07177734,97.76336,250.1298,-57.71756,28.45882
7801,0.6657715,0.6003418,-0.6550293,20.69466,21.25191,-64.89313,28.55294
7814,-0.04907227,1.079834,0.1557617,66.83969,17.35878,-115.1298,28.6
7794,-1.284912,1.140381,-0.7375488,20.64122,62.69466,9.687023,28.55294
7854,-0.001708984,0.8937988,-0.3637695,-39.8168,14.94656,36.64122,28.55294
7834,0.2873535,0.7995605,-0.3515625,-41.1832,-3.80916,38.39695,28.45882
7784,0.3305664,1.064453,0.1936035,-18.12977,12.69466,45.9313,28.6
7809,0.3283691,0.8601074,0.0004882813,-10.70992,-1.366412,45.48092,28.6
7823,0.621582,0.9677734,0.04174805,9.19084,-5.70229,11.33588,28.55294
7805,0.385498,0.9445801,-0.04394531,14.58015,-4.740458,4.114504,28.55294
7808,0.4091797,0.9150391,-0.199707,16.19847,-4.763359,-2.580153,28.6
8164,0.3713379,0.9309082,-0.2956543,9.961832,-5.351145,-8.702291,28.64706
7859,0.3481445,0.9692383,-0.08691406,11.26718,-1.763359,-19.0,28.55294
7830,0.2182617,0.8183594,-0.501709,-5.435114,-1.21374,-18.58015,28.50588
7832,0.1635742,1.060059,-0.2182617,-3.099237,-1.068702,-9.465649,28.55294
7874,0.1503906,0.9833984,-0.1416016,-10.32061,1.610687,-1.59542,28.6
7788,0.1762695,0.939209,-0.1462402,-5.267176,0.8931297,5.068702,28.6
7789,0.2336426,0.9692383,-0.09619141,2.526718,-0.7328244,7.641222,28.45882
7792,0.2893066,0.9504395,-0.1474609,4.519084,-0.4198473,6.633588,28.50588
7794,0.3283691,0.9362793,-0.2255859,4.954198,-1.083969,3.022901,28.64706
7789,0.3310547,0.9243164,-0.2587891,0.5419847,-0.7480916,-0.8167939,28.55294
7788,0.3078613,0.935791,-0.2282715,-2.908397,0.2824428,-2.740458,28.55294
7775,0.2797852,0.9465332,-0.1948242,-4.679389,0.07633588,-2.816794,28.55294
7792,0.2609863,0.9611816,-0.1618652,-3.053435,0.2137404,-1.40458,28.55294
7824,0.2470703,0.958252,-0.1496582,-0.8396947,-0.3282443,0.129771,28.45882
8159,0.2729492,0.9489746,-0.1757813,0.8167939,-0.5648855,0.7862596,28.50588
7833,0.2851563,0.9406738,-0.1928711,-0.351145,-0.6335878,0.4274809,28.50588
7807,0.298584,0.9321289,-0.2126465,-1.274809,-0.4503817,-0.5038168,28.64706
7826,0.2878418,0.9448242,-0.171875,-2.076336,-0.07633588,-0.6946565,28.45882
7823,0.2663574,0.9536133,-0.1796875,-1.839695,0.1221374,-0.4732824,28.50588
7823,0.2734375,0.9536133,-0.1843262,-1.274809,-0.1832061,-0.1221374,28.55294
7807,0.2753906,0.9477539,-0.1796875,-0.9389313,-0.7862596,0.4122138,28.50588
7814,0.2749023,0.9472656,-0.1801758,-0.7938931,-1.068702,0.4427481,28.55294
